# Weather station Cairo (airport), Egypt, WMO_ID=62366,selection from 06.01.2019 till 15.10.2021, all days
# Encoding: ANSI
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=62366&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.12.2020 20:00,17.4,759.6,765.3,0.9,72,Wind blowing from the north-east,4,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.3,,,,,,
21.12.2020 17:00,20.1,758.7,764.4,0.1,56,Wind blowing from the north-northeast,6,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.1,,,,,,
21.12.2020 14:00,20.8,758.6,764.3,-1.1,53,Wind blowing from the north,7,,,no clouds, ,,,,,,,,,,10,10.9,,,,,,
21.12.2020 11:00,18.9,759.7,765.4,,66,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,10,12.3,,,,,,
21.12.2020 08:00,12.9,760.1,765.9,,98,Wind blowing from the east-northeast,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,,,,4,12.6,,,,,,
21.12.2020 02:00,12.4,759.9,765.7,,91,Wind blowing from the east-northeast,3,,,20�30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11,,,,,,
20.12.2020 20:00,16.8,760.3,766.1,0.7,67,Wind blowing from the north-northeast,5,,,50%., ,,,,20.9,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.6,,,,,,
20.12.2020 17:00,19.8,759.6,765.3,0,52,Wind blowing from the north,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9.7,,,,,,
20.12.2020 14:00,20.7,759.6,765.3,-1.2,47,Wind blowing from the west-northwest,8,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9,,,,,,
20.12.2020 11:00,18.6,760.8,766.5,,78,Wind blowing from the north-east,5,,,no clouds, ,,,,,,,,,,10,14.7,,,,,,
20.12.2020 08:00,11.8,760.7,766.6,0.6,100,Wind blowing from the north-east,2,,,70 � 80%.,"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",0.2,11.8,,,,,,
20.12.2020 05:00,13.4,760.1,765.9,-0.1,100,Wind blowing from the east,4,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",2,13.4,,,,,,
20.12.2020 02:00,12.6,760.2,766,-0.9,92,Wind blowing from the east-northeast,3,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",3,11.3,,,,,,
19.12.2020 23:00,14.2,761.1,766.9,0,86,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,11.9,,,,,,
19.12.2020 20:00,17.2,761.1,766.9,1,72,Wind blowing from the north-northeast,5,,,no clouds, ,,,,21.8,,,,,,10,12.1,,,,,,
19.12.2020 17:00,19.7,760.1,765.8,0.4,56,Wind blowing from the north-northeast,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.7,,,,,,
19.12.2020 14:00,21,759.7,765.4,-1.5,53,Wind blowing from the north-northeast,7,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11,,,,,,
19.12.2020 11:00,15.9,761.2,767,,83,Wind blowing from the north-east,7,,,no clouds, ,,,,,,,,,,10,13,,,,,,
19.12.2020 05:00,12.6,760.8,766.6,-0.3,89,Wind blowing from the east-northeast,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,10.8,,,,,,
19.12.2020 02:00,13.3,761.1,766.9,0.1,85,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,10.8,,,,,,
18.12.2020 23:00,15.1,761,766.8,0,80,Wind blowing from the north-east,2,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.7,,,,,,
18.12.2020 20:00,16.8,761,766.8,0.6,69,Wind blowing from the north-east,5,,,40%., ,,,,22.1,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.1,,,,,,
18.12.2020 17:00,19.6,760.4,766.1,0.4,56,Wind blowing from the north,5,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.6,,,,,,
18.12.2020 14:00,20.6,760,765.7,-1,52,Wind blowing from the north-northwest,5,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.4,,,,,,
18.12.2020 11:00,19.3,761,766.7,0.2,69,Wind blowing from the north-northeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3,13.4,,,,,,
18.12.2020 08:00,14.2,760.8,766.6,0.6,89,"Calm, no wind",0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,,,,1.2,12.4,,,,,,
18.12.2020 05:00,14,760.2,766,-0.1,86,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2,11.6,,,,,,
18.12.2020 02:00,15.7,760.3,766.1,0,80,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4,12.3,,,,,,
17.12.2020 23:00,16.8,760.3,766.1,0.2,69,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,11.1,,,,,,
17.12.2020 20:00,18.6,760.1,765.8,0.4,58,Wind blowing from the north-northeast,2,,,no clouds, ,,,,21.3,,,,,,10,10.2,,,,,,
17.12.2020 17:00,20.4,759.7,765.4,0.5,56,Wind blowing from the north-northwest,3,,,20�30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.2,,,,,,
17.12.2020 14:00,20.3,759.2,764.9,-1.2,54,Wind blowing from the west,3,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 � 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,10.7,,,,,,
17.12.2020 11:00,19.3,760.4,766.1,0.2,67,Wind blowing from the west-southwest,2,,,60%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2,13,,,,,,
17.12.2020 08:00,15.7,760.2,766,0.9,85,Wind blowing from the south-southwest,2,,,40%.,Mist. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,14.9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3,13.2,Trace of precipitation,24,,,,
17.12.2020 05:00,16.3,759.3,765.1,0.2,81,Wind blowing from the south-west,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4,13,,,,,,
17.12.2020 02:00,16.2,759.1,764.9,-0.1,80,Wind blowing from the south-west,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",4,12.7,,,,,,
16.12.2020 23:00,17.1,759.2,764.9,0.6,77,Wind blowing from the west-southwest,3,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,13,,,,,,
16.12.2020 20:00,15.5,758.6,764.4,1,75,Wind blowing from the south,2,,,50%., ,,,,19.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,11.1,Trace of precipitation,12,,,,
16.12.2020 17:00,18.4,757.6,763.3,1.2,65,Wind blowing from the west,4,,,70 � 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.6,,,,,,
16.12.2020 14:00,12.2,756.4,762.2,-1,97,Wind blowing from the west,6,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20�30%.,600-1000,Altostratus opacus or Nimbostratus.,,10,11.7,Trace of precipitation,6,,,,
16.12.2020 11:00,17,757.4,763.1,,74,Wind blowing from the south-southwest,5,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,,4,12.3,,,,,,
16.12.2020 05:00,16.2,756,761.7,0.2,77,Wind blowing from the south-west,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,12.2,,,,,,
16.12.2020 02:00,16.7,755.8,761.5,0.3,76,Wind blowing from the west-southwest,6,,,50%., ,,,,,,,600-1000,,,10,12.5,,,,,,
15.12.2020 23:00,17.2,755.5,761.2,,71,Wind blowing from the west-southwest,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.9,,,,,,
15.12.2020 14:00,20.3,752.7,758.3,-0.7,46,Wind blowing from the south-west,10,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.3,,,,,,
15.12.2020 11:00,17,753.4,759.1,,55,Wind blowing from the south-southwest,9,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.9,,,,,,
15.12.2020 02:00,15.3,752.2,757.9,,53,Wind blowing from the south-southwest,9,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,5.8,,,,,,
14.12.2020 23:00,16.6,752.3,758,0.2,46,Wind blowing from the south-west,8,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,4.9,,,,,,
14.12.2020 20:00,18,752.1,757.8,,37,Wind blowing from the south-west,8,,,no clouds,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.2,,,,,,6,3.1,,,,,,
14.12.2020 17:00,19.4,751.1,756.7,,33,Wind blowing from the south-west,9,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,2.7,,,,,,
14.12.2020 11:00,20.6,752,757.6,0.3,43,Wind blowing from the south-west,9,,,40%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,7.6,,,,,,
14.12.2020 08:00,18.4,751.7,757.4,1.3,36,Wind blowing from the south,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,3.1,,,,,,
14.12.2020 05:00,20.4,750.4,756,0.7,28,Wind blowing from the south-west,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,1.3,,,,,,
14.12.2020 02:00,22.4,749.7,755.3,0.2,26,Wind blowing from the south,8,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,2,,,,,,
13.12.2020 23:00,24.8,749.5,755,-0.6,20,Wind blowing from the south,9,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,0.4,,,,,,
13.12.2020 20:00,21.7,750.1,755.7,,29,"Calm, no wind",0,,,40%., ,,,,26.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,2.7,,,,,,
13.12.2020 14:00,26,752.1,757.6,-1.7,19,Wind blowing from the south-southwest,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,0.6,,,,,,
13.12.2020 11:00,24.7,753.8,759.4,,20,Wind blowing from the south,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,0.3,,,,,,
13.12.2020 05:00,16.5,754,759.7,-0.3,35,Wind blowing from the east,3,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,1,,,,,,
13.12.2020 02:00,17.3,754.3,760,,38,"Calm, no wind",0,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,2.9,,,,,,
12.12.2020 14:00,22.1,754.4,760,-1.4,29,Wind blowing from the south-west,4,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,3.3,,,,,,
12.12.2020 11:00,19.6,755.8,761.5,-0.4,34,Wind blowing from the south-west,5,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3,3.4,,,,,,
12.12.2020 08:00,15.6,756.2,761.9,0.7,47,Wind blowing from the south-southwest,3,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",1.5,4.3,,,,,,
12.12.2020 05:00,15.7,755.5,761.2,0,41,Wind blowing from the south,4,,,40%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,2.5,,,,,,
12.12.2020 02:00,15.7,755.5,761.2,-0.7,40,Wind blowing from the south-southeast,4,,,40%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,2.2,,,,,,
11.12.2020 23:00,17.6,756.2,761.9,0.1,36,Wind blowing from the west-southwest,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,2.4,,,,,,
11.12.2020 20:00,19.8,756.1,761.8,0.9,27,Wind blowing from the south,4,,,40%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,25.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,0.2,,,,,,
11.12.2020 17:00,22.6,755.2,760.8,0.1,18,Wind blowing from the south,4,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,-2.9,,,,,,
11.12.2020 14:00,25,755.1,760.7,-1.9,14,Wind blowing from the south-southwest,6,,,40%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,-4.3,,,,,,
11.12.2020 11:00,24.2,757,762.6,-0.1,14,Wind blowing from the south,3,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,-5,,,,,,
11.12.2020 08:00,15.6,757.1,762.9,0.7,33,"Calm, no wind",0,,,20�30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20�30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2,-0.7,,,,,,
